"title";"item";"level";"langue";"account_type";"page"
"Ausserordentlicher Finanzaufwand";384;3;"de";"erfolg";7
"Geldwirksamer ausserordentlicher Finanzaufwand";3840;4;"de";"erfolg";7
"Buchwirksamer ausserordentlicher Finanzaufwand, a.o. Wertberichtigungen";3841;4;"de";"erfolg";7
"Ausserordentlicher Transferaufwand";386;3;"de";"erfolg";7
"Ausserordentlicher Transferaufwand; Bund";3860;4;"de";"erfolg";7
"Ausserordentlicher Transferaufwand; Kantone";3861;4;"de";"erfolg";7
"Ausserordentlicher Transferaufwand; Gemeinden";3862;4;"de";"erfolg";7
"Ausserordentlicher Transferaufwand; öffentliche Sozialversicherungen";3863;4;"de";"erfolg";7
"Ausserordentlicher Transferaufwand; öffentliche Unternehmen";3864;4;"de";"erfolg";7
"Ausserordentlicher Transferaufwand; private Unternehmen";3865;4;"de";"erfolg";7
"Ausserordentlicher Transferaufwand; private Organisationen ohne Erwerbszweck";3866;4;"de";"erfolg";7
"Ausserordentlicher Transferaufwand; private Haushalte";3867;4;"de";"erfolg";7
"Ausserordentlicher Transferaufwand; Ausland";3868;4;"de";"erfolg";7
"Zusätzliche Abschreibungen auf Darlehen, Beteiligungen und Investitions­beiträgen";387;3;"de";"erfolg";7
"Zusätzliche Abschreibungen  auf Darlehen VV";3874;4;"de";"erfolg";7
"Zusätzliche Abschreibungen auf Beteiligungen und Grundkapitalien VV";3875;4;"de";"erfolg";7
"Zusätzliche Abschreibungen auf Investitionsbeiträgen VV";3876;4;"de";"erfolg";7
"Einlagen in das Eigenkapital";389;3;"de";"erfolg";7
"";3890;4;"de";"erfolg";7
"Einlagen in Rücklagen der Globalbudgetbereiche";3892;4;"de";"erfolg";7
"Einlagen in Vorfinanzierungen des Eigenkapitals";3893;4;"de";"erfolg";7
"Einlagen in finanzpolitische Reserve";3894;4;"de";"erfolg";7
"Einlagen in Neubewertungsreserven";3896;4;"de";"erfolg";7
"Einlage in übriges Eigenkapital";3898;4;"de";"erfolg";7
"Abtragung Bilanzfehlbetrag";3899;4;"de";"erfolg";7
"Interne Verrechnungen";39;2;"de";"erfolg";7
"Material- und Warenbezüge";390;3;"de";"erfolg";8
"Dienstleistungen";391;3;"de";"erfolg";8
"Pacht, Mieten, Benützungskosten";392;3;"de";"erfolg";8
"Betriebs- und Verwaltungskosten";393;3;"de";"erfolg";8
"kalk. Zinsen und Finanzaufwand";394;3;"de";"erfolg";8
"planmässige und ausserplanmässige Abschreibungen";395;3;"de";"erfolg";8
"Übertragungen";398;3;"de";"erfolg";8
"Übrige interne Verrechnungen";399;3;"de";"erfolg";8
"Ertrag";4;1;"de";"erfolg";8
"Fiskalertrag";40;2;"de";"erfolg";8
"Direkte Steuern natürliche Personen";400;3;"de";"erfolg";8
"Einkommenssteuern natürliche Personen";4000;4;"de";"erfolg";8
"Vermögenssteuern natürliche Personen";4001;4;"de";"erfolg";8
"Quellensteuern natürliche Personen";4002;4;"de";"erfolg";8
"Personensteuern";4008;4;"de";"erfolg";8
"Übrige direkte Steuern natürliche Personen";4009;4;"de";"erfolg";8
"Direkte Steuern juristische Personen";401;3;"de";"erfolg";8
"Gewinnsteuern juristische Personen";4010;4;"de";"erfolg";8
"Kapitalssteuern juristische Personen";4011;4;"de";"erfolg";8
"Quellensteuern juristische Personen";4012;4;"de";"erfolg";8
"Übrige direkte Steuern juristische Personen";4019;4;"de";"erfolg";8
"übrige Direkte Steuern";402;3;"de";"erfolg";8
"Verrechnungssteuer (nur Bund)";4020;4;"de";"erfolg";8
"Grundsteuern";4021;4;"de";"erfolg";8
"Vermögensgewinnsteuern";4022;4;"de";"erfolg";8
"Vermögensverkehrssteuern";4023;4;"de";"erfolg";8
"Erbschafts- und Schenkungssteuern";4024;4;"de";"erfolg";8
"Spielbanken- und Spielautomatenabgabe";4025;4;"de";"erfolg";8
"Besitz- und Aufwandsteuern";403;3;"de";"erfolg";8
"Verkehrsabgaben";4030;4;"de";"erfolg";8
"Schiffssteuer";4031;4;"de";"erfolg";9
"Vergnügungssteuern";4032;4;"de";"erfolg";9
"Hundesteuer";4033;4;"de";"erfolg";9
"Übrige Besitz- und Aufwandsteuer";4039;4;"de";"erfolg";9
"";404;3;"de";"erfolg";9
"";405;3;"de";"erfolg";9
"";406;3;"de";"erfolg";9
"";407;3;"de";"erfolg";9
"Regalien und Konzessionen";41;2;"de";"erfolg";9
"Regalien";410;3;"de";"erfolg";9
"Regalien";4100;4;"de";"erfolg";9
"Schweiz. Nationalbank";411;3;"de";"erfolg";9
"Anteil am Reingewinn der SNB";4110;4;"de";"erfolg";9
"Konzessionen";412;3;"de";"erfolg";9
"Konzessionen";4120;4;"de";"erfolg";9
"Ertragsanteile an Lotterien, Sport-Toto, Wetten";413;3;"de";"erfolg";9
"Ertragsanteile an Lotterien, Sport-Toto, Wetten";4130;4;"de";"erfolg";9
"Entgelte";42;2;"de";"erfolg";9
"Ersatzabgaben";420;3;"de";"erfolg";9
"Ersatzabgaben";4200;4;"de";"erfolg";9
"Gebühren für Amtshandlungen";421;3;"de";"erfolg";9
"Gebühren für Amtshandlungen";4210;4;"de";"erfolg";9
"Spital- und Heimtaxen, Kostgelder";422;3;"de";"erfolg";9
"Taxen und Kostgelder";4220;4;"de";"erfolg";9
"Vergütung für besondere Leistungen";4221;4;"de";"erfolg";9
"";4229;4;"de";"erfolg";9
"Schul- und Kursgelder";423;3;"de";"erfolg";9
"Schulgelder";4230;4;"de";"erfolg";9
"Kursgelder";4231;4;"de";"erfolg";9
"";4239;4;"de";"erfolg";9
"Benützungsgebühren und Dienstleistungen";424;3;"de";"erfolg";10
"Benützungsgebühren und Dienstleistungen";4240;4;"de";"erfolg";10
"Erlös aus Verkäufen";425;3;"de";"erfolg";10
"Verkäufe";4250;4;"de";"erfolg";10
"Rückerstattungen";426;3;"de";"erfolg";10
"Rückerstattungen und Kostenbeteiligungen Dritter";4260;4;"de";"erfolg";10
"Bussen";427;3;"de";"erfolg";10
"Bussen";4270;4;"de";"erfolg";10
"";428;3;"de";"erfolg";10
"Übrige Entgelte";429;3;"de";"erfolg";10
"Übrige Entgelte";4290;4;"de";"erfolg";10
"Übrige Erträge";43;2;"de";"erfolg";10
"Übrige betriebliche Erträge";430;3;"de";"erfolg";10
"Erträge aus privatärztlicher Tätigkeit";4300;4;"de";"erfolg";10
"Beschlagnahmte Vermögenswerte";4301;4;"de";"erfolg";10
"Übriger betrieblicher Ertrag";4309;4;"de";"erfolg";10
"Übertragungen in die Investitionsrechnung";431;3;"de";"erfolg";10
"Aktivierbare Eigenleistungen auf Sachanlagen";4310;4;"de";"erfolg";10
"Aktivierbare Eigenleistungen auf immateriellen Anlagen";4311;4;"de";"erfolg";10
"Aktivierbare Projektierungskosten";4312;4;"de";"erfolg";10
"";4319;4;"de";"erfolg";10
"Bestandesveränderungen";432;3;"de";"erfolg";10
"Bestandesveränderungen Halb- und Fertigfabrikate";4320;4;"de";"erfolg";10
"Bestandesveränderungen angefangene Arbeiten (Dienstleistungen)";4321;4;"de";"erfolg";10
"Übrige Bestandesveränderungen";4329;4;"de";"erfolg";10
"Übriger Ertrag";439;3;"de";"erfolg";10
"Übriger Ertrag";4390;4;"de";"erfolg";10
"Aufwertungen VV";4391;4;"de";"erfolg";10
"Finanzertrag";44;2;"de";"erfolg";10
"Zinsertrag";440;3;"de";"erfolg";10
"Zinsen flüssige Mittel";4400;4;"de";"erfolg";11
"Zinsen Forderungen und Kontokorrente";4401;4;"de";"erfolg";11
"Zinsen Finanzanlagen";4402;4;"de";"erfolg";11
"Übrige Zinsen von Finanzvermögen";4409;4;"de";"erfolg";11
"Realisierte Gewinne FV";441;3;"de";"erfolg";11
"Gewinne aus Verkäufen von Finanzanlagen FV";4410;4;"de";"erfolg";11
"Gewinn aus Verkäufen von Sach- und immateriellen Anlagen FV";4411;4;"de";"erfolg";11
"Übrige realisierte Gewinne aus Finanzvermögen";4419;4;"de";"erfolg";11
"Beteiligungsertrag FV";442;3;"de";"erfolg";11
"Dividenden";4420;4;"de";"erfolg";11
"Übriger Beteiligungsertrag";4429;4;"de";"erfolg";11
"Liegenschaftenertrag FV";443;3;"de";"erfolg";11
"Pacht- und Mietzinse Liegenschaften FV";4430;4;"de";"erfolg";11
"Vergütung für Dienstwohnungen FV";4431;4;"de";"erfolg";11
"Vergütung für Benützungen Liegenschaften FV";4432;4;"de";"erfolg";11
"Übriger Liegenschaftenertrag FV";4439;4;"de";"erfolg";11
"Wertberichtigungen Anlagen FV";444;3;"de";"erfolg";11
"Wertberichtigungen übrige Finanzanlagen FV";4440;4;"de";"erfolg";11
"Wertberichtigungen Darle-hen FV";4441;4;"de";"erfolg";11
"Wertberichtigungen Beteiligungen FV";4442;4;"de";"erfolg";11
"Wertberichtigungen Liegenschaften FV";4443;4;"de";"erfolg";11
"Wertberichtigungen übrige Sach- und immaterielle Anlagen FV";4449;4;"de";"erfolg";11
"Finanzertrag aus  Darlehen und Beteiligungen des VV";445;3;"de";"erfolg";11
"Erträge aus Darlehen VV";4450;4;"de";"erfolg";11
"Erträge aus Beteiligungen VV ohne öffentliche Unternehmen";4451;4;"de";"erfolg";11
"";4459;4;"de";"erfolg";11
"Finanzertrag von öffentlichen Unternehmen";446;3;"de";"erfolg";11
"Öffentliche Betriebe des Bundes";4460;4;"de";"erfolg";11
"Öffentliche Unternehmen der Kantone mit öffentlich-rechtlicher Rechtsform, Konkordate";4461;4;"de";"erfolg";11
"Zweckverbände, selbständige und unselbständige Gemeindebetriebe";4462;4;"de";"erfolg";11
"Öffentliche Unternehmen als Aktiengesellschaft oder andere privatrechtliche Organisationsform";4463;4;"de";"erfolg";12
"Nationalbank";4464;4;"de";"erfolg";12
"Öffentliche Unternehmen im Ausland";4468;4;"de";"erfolg";12
"Übrige öffentliche Unternehmen";4469;4;"de";"erfolg";12
"Liegenschaftenertrag VV";447;3;"de";"erfolg";12
"Pacht- und Mietzinse Liegenschaften VV";4470;4;"de";"erfolg";12
"Vergütung Dienstwohnungen VV";4471;4;"de";"erfolg";12
"Vergütung für Benützungen Liegenschaften VV";4472;4;"de";"erfolg";12
"Übrige Erträge Liegenschaften VV";4479;4;"de";"erfolg";12
"Erträge von gemieteten Liegenschaften";448;3;"de";"erfolg";12
"Mietzinse von gemieteten Liegenschaften";4480;4;"de";"erfolg";12
"Übrige Erträge von gemieteten Liegenschaften";4489;4;"de";"erfolg";12
"Übrige Finanzerträge";449;3;"de";"erfolg";12
"Übriger Finanzertrag";4499;4;"de";"erfolg";12
"Entnahmen aus Spezialfinanzierungen und Fonds";45;2;"de";"erfolg";12
"Entnahmen aus Spezialfinanzierungen und Fonds des Fremdkapitals";450;3;"de";"erfolg";12
"Entnahmen aus Spezialfinanzierungen des Fremdkapitals";4500;4;"de";"erfolg";12
"Entnahmen aus Fonds des Fremdkapitals";4501;4;"de";"erfolg";12
"Entnahmen aus Legaten und Stiftungen des Fremdkapitals";4502;4;"de";"erfolg";12
"Entnahmen aus übrigen zweckgebundenen Fremdmitteln";4503;4;"de";"erfolg";12
"";4509;4;"de";"erfolg";12
"Entnahmen aus Spezialfinanzierungen und Fonds des Eigenkapitals";451;3;"de";"erfolg";12
"Entnahmen aus Spezialfinanzierungen des Eigenkapitals";4510;4;"de";"erfolg";12
"Entnahmen aus Fonds des Eigenkapitals";4511;4;"de";"erfolg";12
"Entnahmen aus Legaten und Stiftungen ohne eigene Rechtspersönlichkeit des Eigenkapitals";4512;4;"de";"erfolg";12
"";4519;4;"de";"erfolg";12
"";4529;4;"de";"erfolg";12
"Transferertrag";46;2;"de";"erfolg";12
"Ertragsanteile von Dritten";460;3;"de";"erfolg";12
"Anteil an Bundeserträgen";4600;4;"de";"erfolg";12
"Anteil an Kantonserträgen und Konkordaten";4601;4;"de";"erfolg";13
"Anteil an Gemeindeerträgen und Gemeindezweckverbände";4602;4;"de";"erfolg";13
"Anteil an Erträgen öffentlicher Sozialversicherungs-anstalten";4603;4;"de";"erfolg";13
"Anteile an Erträgen öffentlicher Unternehmen";4604;4;"de";"erfolg";13
"Entschädigungen von öffentlichen Gemeinwesen";461;3;"de";"erfolg";13
"Entschädigungen vom Bund";4610;4;"de";"erfolg";13
"Entschädigungen von Kantonen und Konkordaten";4611;4;"de";"erfolg";13
"Entschädigungen von Gemeinden und Gemeindezweckverbänden";4612;4;"de";"erfolg";13
"Entschädigungen von öffentlichen Sozialversicherungen";4613;4;"de";"erfolg";13
"Entschädigungen von öffentlichen Unternehmen";4614;4;"de";"erfolg";13
"";4615;4;"de";"erfolg";13
"";4616;4;"de";"erfolg";13
"";4617;4;"de";"erfolg";13
"";4618;4;"de";"erfolg";13
"Finanz- und Lastenausgleich";462;3;"de";"erfolg";13
"vom Bund";4620;4;"de";"erfolg";13
"von Kantonen und Konkordaten";4621;4;"de";"erfolg";13
"von Gemeinden und Gemeindezweckverbänden";4622;4;"de";"erfolg";13
"von öffentlichen Unternehmen";4624;4;"de";"erfolg";13
"";4629;4;"de";"erfolg";13
"Beiträge von öffentlichen Gemeinwesen und Dritten";463;3;"de";"erfolg";13
"Beiträge vom Bund";4630;4;"de";"erfolg";13
"Beiträge von Kantonen und Konkordaten";4631;4;"de";"erfolg";13
"Beiträge von Gemeinden und Gemeindezweckverbänden";4632;4;"de";"erfolg";13
"Beiträge von öffentlichen Sozialversicherungen";4633;4;"de";"erfolg";13
"Beiträge von öffentlichen Unternehmen";4634;4;"de";"erfolg";13
"Beiträge von privaten Unternehmen";4635;4;"de";"erfolg";13
"Beiträge von privaten Organisationen ohne Erwerbszweck";4636;4;"de";"erfolg";13
"Beiträge von privaten Haushalten";4637;4;"de";"erfolg";13
"Beiträge aus dem Ausland";4638;4;"de";"erfolg";13
"Auflösung passivierte Investitionsbeiträge";466;3;"de";"erfolg";14
"planmässige Auflösung passivierter Investitionsbeiträge";4660;4;"de";"erfolg";14
"Ausserplanmässige Auflösungen passivierter Investitionsbeiträge";4661;4;"de";"erfolg";14
"Übriger Transferertrag";469;3;"de";"erfolg";14
"Übriger Transferertrag";4690;4;"de";"erfolg";14
"Rückverteilungen";4699;4;"de";"erfolg";14
"Durchlaufende Beiträge";47;2;"de";"erfolg";14
"Durchlaufende Beiträge";470;3;"de";"erfolg";14
"Durchlaufende Beiträge vom Bund";4700;4;"de";"erfolg";14
"Durchlaufende Beiträge von Kantonen und Konkordaten";4701;4;"de";"erfolg";14
"Durchlaufende Beiträge von Gemeinden und Gemeindezweckverbänden";4702;4;"de";"erfolg";14
"Durchlaufende Beiträge von öffentlichen Sozialversicherungen";4703;4;"de";"erfolg";14
"Durchlaufende Beiträge von öffentlichen Unternehmen";4704;4;"de";"erfolg";14
"Durchlaufende Beiträge von privaten Unternehmen";4705;4;"de";"erfolg";14
"Durchlaufende Beiträge von privaten Organisationen ohne Erwerbszweck";4706;4;"de";"erfolg";14
"Durchlaufende Beiträge von privaten Haushalten";4707;4;"de";"erfolg";14
"Durchlaufende Beiträge aus dem Ausland";4708;4;"de";"erfolg";14
"Ausserordentlicher Ertrag";48;2;"de";"erfolg";14
"";4809;4;"de";"erfolg";14
"Ausserordentliche Erträge von Regalien, Konzessionen";481;3;"de";"erfolg";14
"Ausserordentliche Regalienerträge";4810;4;"de";"erfolg";14
"Ausserordentliche Konzessionserträge";4811;4;"de";"erfolg";14
"Ausserordentliche Entgelte";482;3;"de";"erfolg";14
"Ausserordentliche verschiedene Erträge";483;3;"de";"erfolg";14
"Ausserordentliche Finanzerträge";484;3;"de";"erfolg";14
"Geldwirksamer ausserordentlicher Finanzertrag";4840;4;"de";"erfolg";14
"Buchmässiger ausserordentlicher Finanzertrag, ausserordentliche Wertberichtigungen";4841;4;"de";"erfolg";14
"Ausserordentliche Transfererträge";486;3;"de";"erfolg";14
"Ausserordentliche Transfererträge; Bund";4860;4;"de";"erfolg";14
"Ausserordentliche Transfererträge; Kantone";4861;4;"de";"erfolg";14
"Ausserordentliche Transfererträge; Gemeinden";4862;4;"de";"erfolg";15
"Ausserordentliche Transfererträge; öffentliche Sozialversicherungen";4863;4;"de";"erfolg";15
"Ausserordentliche Transfererträge; öffentliche Unternehmen";4864;4;"de";"erfolg";15
"Ausserordentliche Transfererträge; private Unternehmen";4865;4;"de";"erfolg";15
"Ausserordentliche Transfererträge; private Organisationen ohne Erwerbszweck";4866;4;"de";"erfolg";15
"Ausserordentliche Transfererträge; private Haushalte";4867;4;"de";"erfolg";15
"Ausserordentliche Transfererträge; Ausland";4868;4;"de";"erfolg";15
"Zusätzliche Auflösung passivierter Investitionsbeiträge";487;3;"de";"erfolg";15
"Zusätzliche Auflösung passivierter Investitionsbeiträge";4870;4;"de";"erfolg";15
"Entnahmen aus dem Eigenkapital";489;3;"de";"erfolg";15
"";4890;4;"de";"erfolg";15
"Entnahmen aus Rücklagen der Globalbudgetbereiche";4892;4;"de";"erfolg";15
"Entnahmen aus Vorfinanzierungen des EK";4893;4;"de";"erfolg";15
"Entnahme aus finanzpolitischer Reserve";4894;4;"de";"erfolg";15
"Entnahmen aus Aufwertungsreserve";4895;4;"de";"erfolg";15
"Entnahmen aus Neubewertungsreserven";4896;4;"de";"erfolg";15
"Entnahmen übriges Eigenkapital";4898;4;"de";"erfolg";15
"Entnahmen aus dem kumulier­ten Ergebnis der Vorjahre";4899;4;"de";"erfolg";15
"Interne Verrechnungen";49;2;"de";"erfolg";15
"Material- und Warenbezüge";490;3;"de";"erfolg";15
"Dienstleistungen";491;3;"de";"erfolg";15
"Pacht, Mieten, Benützungskosten";492;3;"de";"erfolg";15
"Betriebs- und Verwaltungskosten";493;3;"de";"erfolg";15
"kalk. Zinsen und Finanzaufwand";494;3;"de";"erfolg";15
"planmässige und ausserplanmässige Abschreibungen";495;3;"de";"erfolg";15
"Übertragungen";498;3;"de";"erfolg";15
"Übrige interne Verrechnungen";499;3;"de";"erfolg";15
"Abschlusskonten";9;1;"de";"erfolg";15
"Abschluss allgemeiner Haushalt";900;3;"de";"erfolg";15
"Ertragsüberschuss";9000;4;"de";"erfolg";15
"Aufwandüberschuss";9001;4;"de";"erfolg";16
"Abschluss Spezialfinanzierungen und Fonds des Eigenkapitals, Ertragsüberschuss";9010;4;"de";"erfolg";16
"Abschluss Spezialfinanzierungen und Fonds des Eigenkapitals, Aufwandüberschuss";9011;4;"de";"erfolg";16
"Abschluss Legate und Stiftungen ohne eigene Rechtspersönlichkeit des Eigenkapitals, Ertragsüberschuss";9020;4;"de";"erfolg";16
"Abschluss Legate und Stiftungen ohne eigene Rechtspersönlichkeit des Eigenkapitals, Aufwandüberschuss";9021;4;"de";"erfolg";16
"Instruments financiers dérivés à court terme";1026;4;"fr";"erfolg";0
"Charges";3;1;"fr";"erfolg";0
"Charges de personnel";30;2;"fr";"erfolg";0
"Autorités, commissions et juges";300;3;"fr";"erfolg";0
"Salaires des autorités et juges";3000;4;"fr";"erfolg";0
"Paiements aux autorités et juges";3001;4;"fr";"erfolg";0
"Sans";3009;4;"fr";"erfolg";0
"Salaires du personnel administratif et d'exploitation";301;3;"fr";"erfolg";0
"Salaires du personnel administratif et d'exploitation";3010;4;"fr";"erfolg";0
"Salaires des enseignants";302;3;"fr";"erfolg";0
"Salaires des enseignants";3020;4;"fr";"erfolg";0
"Travailleurs temporaires";303;3;"fr";"erfolg";0
"Travailleurs temporaires";3030;4;"fr";"erfolg";0
"Allocations";304;3;"fr";"erfolg";0
"Allocations pour enfants et allocations de formation";3040;4;"fr";"erfolg";0
"Indemnités de repas";3042;4;"fr";"erfolg";0
"Indemnités de logement";3043;4;"fr";"erfolg";0
"Autres Indemnités";3049;4;"fr";"erfolg";0
"Cotisations ce l'employeur";305;3;"fr";"erfolg";0
"Cotisations de l'employeur AVS, APG, AC, frais administratifs";3050;4;"fr";"erfolg";0
"Cotisations de l'employeur aux caisses de pensions";3052;4;"fr";"erfolg";0
"Cotisations de l'empoyeur aux assurances-accidents";3053;4;"fr";"erfolg";0
"Cotisations de l'employeur aux caisses d'allocations familiales";3054;4;"fr";"erfolg";0
"Cotisations de l'employeur aux assurances d'indemnité journalière maladie";3055;4;"fr";"erfolg";0
"Cotisations de l'employeur aux primes de caisses maladie";3056;4;"fr";"erfolg";0
"Autres cotisations de l'employeur";3059;4;"fr";"erfolg";0
"Prestations de l'employeur";306;3;"fr";"erfolg";0
"Pensions";3060;4;"fr";"erfolg";0
"Rentes ou parts de rente";3061;4;"fr";"erfolg";0
"Allocations de renchérissement sur rentes et parts de rente";3062;4;"fr";"erfolg";0
"Rentes d'accident et successions de rentes";3063;4;"fr";"erfolg";1
"Rentes transitoires";3064;4;"fr";"erfolg";1
"Autres prestations de l’employeur";3069;4;"fr";"erfolg";1
"Autres charges de personnel";309;3;"fr";"erfolg";1
"Formation et perfectionnement du personnel";3090;4;"fr";"erfolg";1
"Recrutement du personnel";3091;4;"fr";"erfolg";1
"Autres charges de personnel";3099;4;"fr";"erfolg";1
"Charges de biens et services et autres charges d'exploitation";31;2;"fr";"erfolg";1
"Charges de matières et de marchandises";310;3;"fr";"erfolg";1
"Matériel de bureau";3100;4;"fr";"erfolg";1
"Matériel d'exploitation, fournitures";3101;4;"fr";"erfolg";1
"Imprimés, publications";3102;4;"fr";"erfolg";1
"Littérature spécialisée, magazines";3103;4;"fr";"erfolg";1
"Matériel didactique";3104;4;"fr";"erfolg";1
"Denrées alimentaires";3105;4;"fr";"erfolg";1
"Matériel médical";3106;4;"fr";"erfolg";1
"Autres charges de matériel et de marchandises";3109;4;"fr";"erfolg";1
"Immobilisations ne pouvant être portées à l'actif";311;3;"fr";"erfolg";1
"Meubles et appareils de bureau";3110;4;"fr";"erfolg";1
"Machines, appareils et véhicules";3111;4;"fr";"erfolg";1
"Vêtements, linge, rideaux";3112;4;"fr";"erfolg";1
"Matériel informatique";3113;4;"fr";"erfolg";1
"Bétail";3115;4;"fr";"erfolg";1
"Appareils médicaux";3116;4;"fr";"erfolg";1
"Immobilisations incorporelles";3118;4;"fr";"erfolg";1
"Autres immobilisations ne pouvant êtres portées à l'actif";3119;4;"fr";"erfolg";1
"Alimentation et élimination, biens-fonds, PA";312;3;"fr";"erfolg";1
"Alimentation et élimination, biens-fonds, PA";3120;4;"fr";"erfolg";1
"Prestations de service et honoraires";313;3;"fr";"erfolg";1
"Prestations de services de tiers";3130;4;"fr";"erfolg";1
"Planifications et projections de tiers";3131;4;"fr";"erfolg";2
"Honoraires conseils externes, expertises, spécialistes, etc.";3132;4;"fr";"erfolg";2
"Charges d'utilisations informatiques";3133;4;"fr";"erfolg";2
"Primes d'assurances choses";3134;4;"fr";"erfolg";2
"Charges de prestations de service pour personnes en garde";3135;4;"fr";"erfolg";2
"Charges de prestations pour l'activité de médecine privée";3136;4;"fr";"erfolg";2
"Impôts et taxes";3137;4;"fr";"erfolg";2
"Cours, examens et conseils";3138;4;"fr";"erfolg";2
"Examens de fin d'apprentissage";3139;4;"fr";"erfolg";2
"Gros entretien et entretien courant";314;3;"fr";"erfolg";2
"Entretien des terrains";3140;4;"fr";"erfolg";2
"Entretien des routes";3141;4;"fr";"erfolg";2
"Entretien des aménagements de cours d'eau";3142;4;"fr";"erfolg";2
"Entretien d'autres travaux de génie civil";3143;4;"fr";"erfolg";2
"Entretien des bâtiments, immeubles";3144;4;"fr";"erfolg";2
"Entretien des forêts";3145;4;"fr";"erfolg";2
"Entretien d'autres immobilisations corporelles";3149;4;"fr";"erfolg";2
"Entretien des biens meubles et immobilisations incorporelles";315;3;"fr";"erfolg";2
"Entretien de meubles et appareils de bureau";3150;4;"fr";"erfolg";2
"Entretien de machines, appareils, véhicules";3151;4;"fr";"erfolg";2
"Entretien informatique (matériel)";3153;4;"fr";"erfolg";2
"Entretien des appareils médicaux";3156;4;"fr";"erfolg";2
"Entretien des immobilisations incorporelles";3158;4;"fr";"erfolg";2
"Entretien d'autres biens meubles";3159;4;"fr";"erfolg";2
"Loyers, leasing, baux à ferme, frais d'utilisation";316;3;"fr";"erfolg";2
"Loyer et bail à ferme des biens-fonds";3160;4;"fr";"erfolg";2
"Loyers, frais d'utilisation des immobilisations";3161;4;"fr";"erfolg";2
"Taux de leasing opérationnel";3162;4;"fr";"erfolg";2
"Autres loyers et frais d'utilisation";3169;4;"fr";"erfolg";2
"Dédommagements";317;3;"fr";"erfolg";2
"Frais de déplacement et autres frais";3170;4;"fr";"erfolg";3
"Excursions, voyages scolaires et camps";3171;4;"fr";"erfolg";3
"Sans";3179;4;"fr";"erfolg";3
"Réévaluations sur créances";318;3;"fr";"erfolg";3
"Réévaluations sur créances";3180;4;"fr";"erfolg";3
"Pertes sur créance effectives";3181;4;"fr";"erfolg";3
"Sans";3188;4;"fr";"erfolg";3
"Autres charges d'exploitation";319;3;"fr";"erfolg";3
"Prestations de dommages et intérêts";3190;4;"fr";"erfolg";3
"Indemnisation de droits";3192;4;"fr";"erfolg";3
"Autres charges d'exploitation";3199;4;"fr";"erfolg";3
"Charges d'armement";32;2;"fr";"erfolg";3
"Amortissements du patrimoine administratif";33;2;"fr";"erfolg";3
"Amortissements des immobilisations corporelles PA";330;3;"fr";"erfolg";3
"Amortissements planifiés des immobilisations corporelles PA";3300;4;"fr";"erfolg";3
"Amortissements non planifiés des immobilisations corporelles PA";3301;4;"fr";"erfolg";3
"Sans";331;3;"fr";"erfolg";3
"Amortissements des immobilisations incorporelles";332;3;"fr";"erfolg";3
"Amortissements planifiés des immobilisations incorporelles PA";3320;4;"fr";"erfolg";3
"Amortissements non planifiés des immobilisations incorporelles PA";3321;4;"fr";"erfolg";3
"Sans";337;3;"fr";"erfolg";3
"Sans";338;3;"fr";"erfolg";3
"Charges financières";34;2;"fr";"erfolg";3
"Charges d'intérêt";340;3;"fr";"erfolg";3
"Intérêts passifs des engagements courants";3400;4;"fr";"erfolg";3
"Intérêts passifs des engagements financiers";3401;4;"fr";"erfolg";3
"Autres intérêts passifs";3409;4;"fr";"erfolg";3
"Pertes réalisées sur PF";341;3;"fr";"erfolg";3
"Pertes réalisées sur les placements financiers PF";3410;4;"fr";"erfolg";3
"Pertes réalisées sur immobilisations corporelles et incorporelles PF";3411;4;"fr";"erfolg";3
"Sans";3412;4;"fr";"erfolg";4
"Autres pertes réalisées à partir du patrimoine financier";3419;4;"fr";"erfolg";4
"Frais d'approvisionnement en capitaux et frais administratifs";342;3;"fr";"erfolg";4
"Acquisition et administration de capital";3420;4;"fr";"erfolg";4
"Charges pour biens-fonds, patrimoine financier";343;3;"fr";"erfolg";4
"Travaux d'entretien, biens-fonds PF";3430;4;"fr";"erfolg";4
"Entretien courant, biens-fonds PF";3431;4;"fr";"erfolg";4
"Autres charges des biens-fonds PF";3439;4;"fr";"erfolg";4
"Réévaluations, immobilisations PF";344;3;"fr";"erfolg";4
"Réévaluations - Placements financiers PF";3440;4;"fr";"erfolg";4
"Réévaluation - Immobilisations corporelles et incorporelles PF";3441;4;"fr";"erfolg";4
"Sans";3449;4;"fr";"erfolg";4
"Autres charges financières";349;3;"fr";"erfolg";4
"Autres charges financières";3499;4;"fr";"erfolg";4
"Attributions aux financements spéciaux et fonds";35;2;"fr";"erfolg";4
"Attributions aux financements spéciaux et fonds sous capitaux de tiers";350;3;"fr";"erfolg";4
"Attributions aux financements spéciaux sous capitaux de tiers";3500;4;"fr";"erfolg";4
"Attributions aux fonds sous capitaux de tiers";3501;4;"fr";"erfolg";4
"Attributions aux legs et fondations sous capitaux de tiers";3502;4;"fr";"erfolg";4
"Attributions à d’autres capitaux de tiers affectés";3503;4;"fr";"erfolg";4
"Sans";3509;4;"fr";"erfolg";4
"Attributions aux financements spéciaux et fonds sous capital propre";351;3;"fr";"erfolg";4
"Attributions aux financements spéciaux sous capital propre";3510;4;"fr";"erfolg";4
